uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253233846774	0.00669296043982	0.00861139151866	0.0408979461747	0.000625418807237	0.4	0.473684210526	0.75	0.22754491018
1392518336	0.00028597130225	0.00285133773839	0.017531989196	0.0137894488252	0.00247933884298	0.7	0.578947368421	0.666666666667	0.952095808383
361208576	0.000152614314501	0.00196691082313	0.00712629252721	0.00219072140206	0.000625418807237	0.5	0.631578947368	0.416666666667	0.77245508982
1535215357	0.000568572572319	0.00831156413803	0.170954628543	0.16884298806	0.00151887424615	0.7	0.0	0.666666666667	0.137724550898
4396196375	0.000300173580729	0.00328501425669	0.0330941532753	0.0513177928434	0.00167522894796	0.9	0.842105263158	0.833333333333	0.952095808383
17938477	7.96771894317e-05	0.0016971435401	0.00494729853855	0.0153715298378	0.00125083761447	0.2	0.736842105263	1.0	0.239520958084
720288026681716737	1.61280111538e-05	0.000239034301422	0.0085168108113	7.10400454656e-05	0.0019656019656	1.0	0.526315789474	0.75	0.51497005988
174004739	8.88244196383e-05	0.00641636360532	0.0512336416301	0.254951203169	0.000603082421264	0.4	0.157894736842	0.75	0.0
53783678	0.000181741021211	0.0036811282419	0.0355969043007	0.132915925066	0.00116149207058	0.3	0.578947368421	0.5	0.700598802395
257662370	0.000184388903639	0.00469190185935	0.0174510499368	0.0180038515225	0.00064775519321	0.5	1.0	0.916666666667	0.526946107784
4795355113	6.71599270436e-05	0.00138639894825	0.000701170436254	0.00080064051241	0.000178691087782	1.0	0.947368421053	0.916666666667	0.958083832335
1633971270	2.72009740356e-05	0.000198056992607	0.0069625951491	0.0113587272696	4.46727719455e-05	0.7	0.368421052632	0.833333333333	0.479041916168
2803810119	1.372084531e-05	0.00110638733801	0.0035886103002	0.0157785700983	6.70091579182e-05	0.8	0.368421052632	0.583333333333	0.0
2244770588	0.0114195947633	0.0828219706671	0.0113296774252	0.00380736243671	0.00527138708957	0.7	0.684210526316	0.916666666667	0.766467065868
102071251	8.28065050287e-05	0.00267035462446	0.00514191653253	0.00131520084173	0.0004914004914	0.4	0.631578947368	0.25	0.622754491018
3358825450	8.25657884443e-05	0.000478068602845	0.00412517392846	0.0203539330265	0.0	0.9	0.157894736842	0.75	0.11377245509
555940842	0.00010374884787	0.00140005805119	0.0385189025	0.023639055129	0.000111681929864	0.6	0.157894736842	0.75	0.353293413174
2469354073	2.07016262572e-05	0.000153664908057	0.000133686192126	3.45600221184e-05	0.000268036631673	0.8	0.684210526316	1.0	0.0
360464656	9.50830508324e-05	0.00281377520531	0.0743959112033	0.0249753759842	0.000312709403618	0.5	0.684210526316	0.75	0.880239520958
77243076	2.16644925947e-05	0.00064539261384	0.0111750743459	7.6800049152e-06	0.000223363859727	0.3	0.789473684211	0.75	0.305389221557
1731752761	3.61074876579e-06	0.000140005805119	4.27432042852e-05	0.000117120074957	0.0	0.7	0.263157894737	0.666666666667	0.215568862275
2330149164	0.000104230281039	0.00161177414673	0.0231777298811	0.00278592178299	0.0002457002457	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.09218193456e-05	0.00135908074237	0.00107949326567	0.00134976086385	6.70091579182e-05	0.8	0.894736842105	1.0	0.497005988024
443273019	5.29576485649e-05	0.000577097099148	0.0097972880801	0.0050131232084	2.23363859727e-05	0.5	0.789473684211	0.666666666667	0.874251497006
2591381383	0.00142576432932	0.00596902798409	0.00301112232741	0.000345600221184	0.00806343533616	0.8	0.842105263158	1.0	0.934131736527
1093716612	3.70703539954e-05	0.000840034830712	0.00272374248584	0.00153216098058	0.000156354701809	0.7	0.736842105263	1.0	0.437125748503
36620392	0.000128542656062	0.00425139578958	0.0292590874781	0.00991104634307	0.000670091579182	0.3	0.631578947368	0.833333333333	0.179640718563
3437626995	4.33289851894e-06	0.000143420580853	6.0022371975e-05	2.30400147456e-05	0.0	0.9	0.315789473684	1.0	0.131736526946
387962514	0.0001295055224	0.0129317557069	0.00123773406451	0.00573120366797	0.000201027473755	0.5	0.684210526316	1.0	0.706586826347
2938363689	1.58872945695e-05	0.000478068602845	0.000411062305041	1.15200073728e-05	6.70091579182e-05	0.8	0.578947368421	0.666666666667	0.958083832335
20930398	0.00025082668093	0.00515631135925	0.0714693658545	0.000906240579994	0.00321643958008	0.3	0.421052631579	0.166666666667	0.844311377246
143697407	0.000114340377583	0.000143420580853	0.0215935030329	0.0119212876296	0.000134018315836	0.4	0.578947368421	0.583333333333	0.0
2291500309	1.44429950631e-06	0.000105858047773	7.27543902727e-06	1.9200012288e-06	0.0	0.8	0.368421052632	0.75	0.137724550898
352663209	4.88654666303e-05	0.000539534566067	0.00953264398549	0.00423744271196	4.46727719455e-05	0.5	0.210526315789	0.5	0.215568862275
14616266	0.000626344552572	0.0110024074169	0.0836211678898	0.0207532932821	0.00913558186285	0.2	1.0	0.75	0.952095808383
2277153890	0.000181018871458	0.00317915620892	0.00540019461799	0.00735744470876	0.00176457449185	0.8	0.578947368421	0.666666666667	0.604790419162
455246957	8.54543874569e-05	0.00156396728645	0.00805663929283	0.021851533985	0.00064775519321	0.6	0.210526315789	0.25	0.910179640719
1400974436	0.000110488912233	0.00291621847735	0.00331305304704	0.00695232444949	0.000178691087782	0.7	0.789473684211	1.0	0.455089820359
449119247	0.000153095747669	0.000997114514504	0.037307541902	0.0727142865371	0.000848782666964	0.5	0.210526315789	0.916666666667	0.730538922156
330816423	5.9938429512e-05	0.00204886544076	0.00817031802763	0.00510720326861	6.70091579182e-05	0.5	0.526315789474	0.5	0.766467065868
29204608	9.43609010792e-05	0.00411138998446	0.0087823643358	0.00992064634921	0.000178691087782	0.3	0.473684210526	0.833333333333	0.0
2733660094	3.12931559701e-05	0.00113712031962	0.000910339308288	0.00771264493609	2.23363859727e-05	0.8	0.631578947368	0.916666666667	0.604790419162
4756963587	1.56465779851e-05	0.000143420580853	0.00246728326012	0.00867648555295	0.000111681929864	1.0	0.736842105263	0.833333333333	0.0
22045364	7.72700235878e-05	0.000788813194693	0.00180976545803	0.0026400016896	0.000357382175564	0.3	0.421052631579	0.666666666667	0.724550898204
4136625193	8.61765372101e-05	0.00304256517953	0.000150055929938	0.000167040106906	4.46727719455e-05	0.9	0.894736842105	0.916666666667	0.88622754491
372046661	5.65683973306e-05	0.00494801003944	0.0106885293609	0.0167654507299	0.000312709403618	0.5	0.263157894737	0.666666666667	0.934131736527
849310634	0.000120599008777	0.00133517731223	0.0108340381415	0.00214464137257	4.46727719455e-05	0.6	0.473684210526	0.916666666667	0.461077844311
24036997	0.000448695713295	0.00621489183698	0.0583335606908	0.000120960077414	0.00113915568461	0.3	0.473684210526	0.416666666667	0.22754491018
1141088486	5.17540656429e-05	0.000928818999812	0.00582398894133	0.00081600052224	0.0	0.7	0.263157894737	0.666666666667	0.0
3014684283	0.00407340604098	0.0207345182605	0.0392018843387	0.0296851389985	0.00107214652669	0.9	0.736842105263	0.833333333333	0.359281437126
3293949957	0.000111211061986	0.00094930765422	0.0187588101019	0.0338054616355	0.000268036631673	0.9	0.421052631579	0.833333333333	0.712574850299
727272715665690624	1.27579789724e-05	0.000191227441138	0.00105948580835	0.00078528050258	2.23363859727e-05	1.0	0.157894736842	0.583333333333	0.706586826347
2752545437	8.47322377038e-05	0.000652222165309	0.0373993943197	0.0855322147406	0.000357382175564	0.8	0.263157894737	0.666666666667	0.40119760479
14368656	0.000211349161091	0.00112004644095	0.0295537427587	0.037317143883	0.000603082421264	0.2	0.578947368421	0.25	0.0718562874251
20405419	0.000166094443226	0.00508801584456	0.0590401877063	0.00275520176333	0.000178691087782	0.3	0.473684210526	1.0	0.706586826347
2682726528	4.40511349426e-05	0.000833205279243	0.00554206567903	0.0148665695146	4.46727719455e-05	0.8	0.263157894737	0.416666666667	0.796407185629
717841856785088512	8.61765372101e-05	0.00319623008759	0.00423885266327	0.0135206486532	6.70091579182e-05	1.0	0.210526315789	0.833333333333	0.251497005988
2889092479	1.17951126349e-05	0.000119517150711	0.00309569930611	0.00263616168714	0.0	0.8	0.105263157895	0.583333333333	0.269461077844
3182191980	3.44224715672e-05	0.00304256517953	0.0527505706672	3.07200196608e-05	0.000670091579182	0.9	0.842105263158	1.0	0.419161676647
2582869146	5.8012696837e-05	0.00361966227868	0.00255640738821	0.000399360255591	2.23363859727e-05	0.8	0.684210526316	0.583333333333	0.0419161676647
3092469172	3.89960866705e-05	0.000604415305025	0.0123355068707	0.00655488419513	0.000379718561537	0.9	0.368421052632	0.5	0.616766467066
2826839454	3.85146535017e-06	0.00139664327545	0.000588401131331	0.00114240073114	0.000335045789591	0.8	0.210526315789	1.0	0.670658682635
2660374267	9.62866337543e-06	0.000187812665403	0.00383597522713	0.000372480238387	0.0002457002457	0.8	0.578947368421	0.5	0.0
261625073	0.0017389366056	0.00906964435111	0.0256604734492	0.00742080474932	0.0176010721465	0.5	0.947368421053	0.583333333333	0.221556886228
233499930	0.000760423690075	0.0100257815568	0.158274447749	3.45600221184e-05	0.00238999329908	0.5	0.789473684211	0.833333333333	0.299401197605
2664749580	0.000119876859024	0.00432652085574	0.00299566201948	0.00754944483164	0.000580746035291	0.8	0.684210526316	1.0	0.74251497006
106594321	1.08322462974e-05	0.000433676518295	0.001099500723	0.000211200135168	8.9345543891e-05	0.4	0.526315789474	0.25	0.365269461078
722573847430504448	0.00015478076376	0.0025952295583	0.0282296128557	0.0	0.0119946392674	1.0	0.894736842105	0.75	0.263473053892
3742834517	1.94980433352e-05	0.000850279157916	0.00411244191017	0.00279744179036	0.0	0.9	0.263157894737	0.583333333333	0.532934131737
735391716887429120	2.4312375023e-05	0.000641977838105	0.000134595622005	0.00103104065987	0.000111681929864	1.0	0.263157894737	1.0	0.694610778443
241331375	0.000166575876395	0.00352746333385	0.0151074491401	0.00786240503194	0.000111681929864	0.5	1.0	1.0	0.473053892216
442382315	5.41612314868e-05	0.00101077361744	0.000722996753335	0.0155404899459	0.0	0.5	0.684210526316	0.916666666667	0.14371257485
16536054	5.07911993054e-05	0.00245522375318	0.00166425667749	0.000266880170803	0.000111681929864	0.2	0.631578947368	0.416666666667	0.550898203593
81324827	0.000170668058329	0.000648807389575	0.00495639283733	0.00626880401203	0.000781773509046	0.3	0.684210526316	0.416666666667	0.359281437126
583117972	0.000741888513077	0.0100087076781	0.148112478287	0.0364089833017	0.00643287916015	0.6	1.0	0.583333333333	0.850299401198
15800855	0.000651379077348	0.0048455667674	0.0538055093262	0.130813523721	0.00285905740451	0.2	0.789473684211	0.916666666667	0.712574850299
705726066	0.00306504426898	0.0395157848008	0.024674651461	0.000165120105677	0.0118382845656	0.6	0.315789473684	1.0	0.646706586826
